,element,name,team_name,position_name,round,total_points
0,1,Mesut Özil,Arsenal,Midfielder,1,0
1,1,Mesut Özil,Arsenal,Midfielder,2,0
2,1,Mesut Özil,Arsenal,Midfielder,3,0
3,1,Mesut Özil,Arsenal,Midfielder,4,0
4,1,Mesut Özil,Arsenal,Midfielder,5,0
5,1,Mesut Özil,Arsenal,Midfielder,6,0
6,1,Mesut Özil,Arsenal,Midfielder,7,0
7,1,Mesut Özil,Arsenal,Midfielder,8,0
8,1,Mesut Özil,Arsenal,Midfielder,9,0
9,1,Mesut Özil,Arsenal,Midfielder,10,0
10,1,Mesut Özil,Arsenal,Midfielder,11,0
11,1,Mesut Özil,Arsenal,Midfielder,12,0
12,1,Mesut Özil,Arsenal,Midfielder,13,0
13,1,Mesut Özil,Arsenal,Midfielder,14,0
14,1,Mesut Özil,Arsenal,Midfielder,15,0
15,1,Mesut Özil,Arsenal,Midfielder,16,0
16,1,Mesut Özil,Arsenal,Midfielder,17,0
17,1,Mesut Özil,Arsenal,Midfielder,18,0
18,1,Mesut Özil,Arsenal,Midfielder,19,0
19,1,Mesut Özil,Arsenal,Midfielder,20,0
20,1,Mesut Özil,Arsenal,Midfielder,21,0
21,1,Mesut Özil,Arsenal,Midfielder,22,0
22,1,Mesut Özil,Arsenal,Midfielder,23,0
23,1,Mesut Özil,Arsenal,Midfielder,24,0
24,1,Mesut Özil,Arsenal,Midfielder,25,0
25,1,Mesut Özil,Arsenal,Midfielder,26,0
26,1,Mesut Özil,Arsenal,Midfielder,27,0
27,1,Mesut Özil,Arsenal,Midfielder,28,0
28,1,Mesut Özil,Arsenal,Midfielder,29,0
29,1,Mesut Özil,Arsenal,Midfielder,30,0
30,1,Mesut Özil,Arsenal,Midfielder,31,0
31,1,Mesut Özil,Arsenal,Midfielder,32,0
32,1,Mesut Özil,Arsenal,Midfielder,33,0
33,1,Mesut Özil,Arsenal,Midfielder,34,0
34,2,Sokratis Papastathopoulos,Arsenal,Defender,1,0
35,2,Sokratis Papastathopoulos,Arsenal,Defender,2,0
36,2,Sokratis Papastathopoulos,Arsenal,Defender,3,0
37,2,Sokratis Papastathopoulos,Arsenal,Defender,4,0
38,2,Sokratis Papastathopoulos,Arsenal,Defender,5,0
39,2,Sokratis Papastathopoulos,Arsenal,Defender,6,0
40,2,Sokratis Papastathopoulos,Arsenal,Defender,7,0
41,2,Sokratis Papastathopoulos,Arsenal,Defender,8,0
42,2,Sokratis Papastathopoulos,Arsenal,Defender,9,0
43,2,Sokratis Papastathopoulos,Arsenal,Defender,10,0
44,2,Sokratis Papastathopoulos,Arsenal,Defender,11,0
45,2,Sokratis Papastathopoulos,Arsenal,Defender,12,0
46,2,Sokratis Papastathopoulos,Arsenal,Defender,13,0
47,2,Sokratis Papastathopoulos,Arsenal,Defender,14,0
48,2,Sokratis Papastathopoulos,Arsenal,Defender,15,0
49,2,Sokratis Papastathopoulos,Arsenal,Defender,16,0
50,2,Sokratis Papastathopoulos,Arsenal,Defender,17,0
51,2,Sokratis Papastathopoulos,Arsenal,Defender,18,0
52,2,Sokratis Papastathopoulos,Arsenal,Defender,19,0
53,2,Sokratis Papastathopoulos,Arsenal,Defender,20,0
54,2,Sokratis Papastathopoulos,Arsenal,Defender,21,0
55,2,Sokratis Papastathopoulos,Arsenal,Defender,22,0
56,2,Sokratis Papastathopoulos,Arsenal,Defender,23,0
57,2,Sokratis Papastathopoulos,Arsenal,Defender,24,0
58,2,Sokratis Papastathopoulos,Arsenal,Defender,25,0
59,2,Sokratis Papastathopoulos,Arsenal,Defender,26,0
60,2,Sokratis Papastathopoulos,Arsenal,Defender,27,0
61,2,Sokratis Papastathopoulos,Arsenal,Defender,28,0
62,2,Sokratis Papastathopoulos,Arsenal,Defender,29,0
63,2,Sokratis Papastathopoulos,Arsenal,Defender,30,0
64,2,Sokratis Papastathopoulos,Arsenal,Defender,31,0
65,2,Sokratis Papastathopoulos,Arsenal,Defender,32,0
66,2,Sokratis Papastathopoulos,Arsenal,Defender,33,0
67,2,Sokratis Papastathopoulos,Arsenal,Defender,34,0
68,3,David Luiz Moreira Marinho,Arsenal,Defender,1,0
69,3,David Luiz Moreira Marinho,Arsenal,Defender,2,1
70,3,David Luiz Moreira Marinho,Arsenal,Defender,3,1
71,3,David Luiz Moreira Marinho,Arsenal,Defender,4,2
72,3,David Luiz Moreira Marinho,Arsenal,Defender,5,2
73,3,David Luiz Moreira Marinho,Arsenal,Defender,6,1
74,3,David Luiz Moreira Marinho,Arsenal,Defender,7,0
75,3,David Luiz Moreira Marinho,Arsenal,Defender,8,0
76,3,David Luiz Moreira Marinho,Arsenal,Defender,9,0
77,3,David Luiz Moreira Marinho,Arsenal,Defender,10,0
78,3,David Luiz Moreira Marinho,Arsenal,Defender,11,0
79,3,David Luiz Moreira Marinho,Arsenal,Defender,12,0
80,3,David Luiz Moreira Marinho,Arsenal,Defender,13,1
81,3,David Luiz Moreira Marinho,Arsenal,Defender,14,1
82,3,David Luiz Moreira Marinho,Arsenal,Defender,15,0
83,3,David Luiz Moreira Marinho,Arsenal,Defender,16,0
84,3,David Luiz Moreira Marinho,Arsenal,Defender,17,0
85,3,David Luiz Moreira Marinho,Arsenal,Defender,18,5
86,3,David Luiz Moreira Marinho,Arsenal,Defender,19,6
87,3,David Luiz Moreira Marinho,Arsenal,Defender,20,2
88,3,David Luiz Moreira Marinho,Arsenal,Defender,21,6
89,3,David Luiz Moreira Marinho,Arsenal,Defender,22,-3
90,3,David Luiz Moreira Marinho,Arsenal,Defender,23,0
91,3,David Luiz Moreira Marinho,Arsenal,Defender,24,1
92,3,David Luiz Moreira Marinho,Arsenal,Defender,25,1
93,3,David Luiz Moreira Marinho,Arsenal,Defender,26,8
94,3,David Luiz Moreira Marinho,Arsenal,Defender,27,2
95,3,David Luiz Moreira Marinho,Arsenal,Defender,28,2
96,3,David Luiz Moreira Marinho,Arsenal,Defender,29,1
97,3,David Luiz Moreira Marinho,Arsenal,Defender,30,0
98,3,David Luiz Moreira Marinho,Arsenal,Defender,31,0
99,3,David Luiz Moreira Marinho,Arsenal,Defender,32,0
100,3,David Luiz Moreira Marinho,Arsenal,Defender,33,0
101,3,David Luiz Moreira Marinho,Arsenal,Defender,34,1
102,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,1,7
103,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,2,5
104,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,3,2
105,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,4,2
106,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,5,2
107,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,6,2
108,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,7,8
109,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,8,2
110,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,9,3
111,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,10,2
112,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,11,2
113,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,12,0
114,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,13,10
115,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,14,0
116,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,15,0
117,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,16,3
118,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,17,3
119,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,18,3
120,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,19,15
121,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,20,0
122,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,21,0
123,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,22,1
124,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,23,1
125,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,24,20
126,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,25,2
127,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,26,1
128,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,27,8
129,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,28,0
130,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,29,2
131,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,30,2
132,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,31,0
133,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,32,0
134,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,33,0
135,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,34,12
136,5,Cédric Soares,Arsenal,Defender,1,0
137,5,Cédric Soares,Arsenal,Defender,2,0
138,5,Cédric Soares,Arsenal,Defender,3,0
139,5,Cédric Soares,Arsenal,Defender,4,0
140,5,Cédric Soares,Arsenal,Defender,5,0
141,5,Cédric Soares,Arsenal,Defender,6,0
142,5,Cédric Soares,Arsenal,Defender,7,0
143,5,Cédric Soares,Arsenal,Defender,8,0
144,5,Cédric Soares,Arsenal,Defender,9,0
145,5,Cédric Soares,Arsenal,Defender,10,0
146,5,Cédric Soares,Arsenal,Defender,11,0
147,5,Cédric Soares,Arsenal,Defender,12,0
148,5,Cédric Soares,Arsenal,Defender,13,1
149,5,Cédric Soares,Arsenal,Defender,14,0
150,5,Cédric Soares,Arsenal,Defender,15,0
151,5,Cédric Soares,Arsenal,Defender,16,0
152,5,Cédric Soares,Arsenal,Defender,17,0
153,5,Cédric Soares,Arsenal,Defender,18,0
154,5,Cédric Soares,Arsenal,Defender,19,12
155,5,Cédric Soares,Arsenal,Defender,20,2
156,5,Cédric Soares,Arsenal,Defender,21,5
157,5,Cédric Soares,Arsenal,Defender,22,1
158,5,Cédric Soares,Arsenal,Defender,23,2
159,5,Cédric Soares,Arsenal,Defender,24,1
160,5,Cédric Soares,Arsenal,Defender,25,0
161,5,Cédric Soares,Arsenal,Defender,26,2
162,5,Cédric Soares,Arsenal,Defender,27,0
163,5,Cédric Soares,Arsenal,Defender,28,2
164,5,Cédric Soares,Arsenal,Defender,29,0
165,5,Cédric Soares,Arsenal,Defender,30,0
166,5,Cédric Soares,Arsenal,Defender,31,0
167,5,Cédric Soares,Arsenal,Defender,32,0
168,5,Cédric Soares,Arsenal,Defender,33,0
169,5,Cédric Soares,Arsenal,Defender,34,0
170,6,Alexandre Lacazette,Arsenal,Forward,1,7
171,6,Alexandre Lacazette,Arsenal,Forward,2,7
172,6,Alexandre Lacazette,Arsenal,Forward,3,7
173,6,Alexandre Lacazette,Arsenal,Forward,4,0
174,6,Alexandre Lacazette,Arsenal,Forward,5,1
175,6,Alexandre Lacazette,Arsenal,Forward,6,1
176,6,Alexandre Lacazette,Arsenal,Forward,7,2
177,6,Alexandre Lacazette,Arsenal,Forward,8,2
178,6,Alexandre Lacazette,Arsenal,Forward,9,0
179,6,Alexandre Lacazette,Arsenal,Forward,10,1
180,6,Alexandre Lacazette,Arsenal,Forward,11,1
181,6,Alexandre Lacazette,Arsenal,Forward,12,1
182,6,Alexandre Lacazette,Arsenal,Forward,13,0
183,6,Alexandre Lacazette,Arsenal,Forward,14,1
184,6,Alexandre Lacazette,Arsenal,Forward,15,8
185,6,Alexandre Lacazette,Arsenal,Forward,16,7
186,6,Alexandre Lacazette,Arsenal,Forward,17,12
187,6,Alexandre Lacazette,Arsenal,Forward,18,2
188,6,Alexandre Lacazette,Arsenal,Forward,19,2
189,6,Alexandre Lacazette,Arsenal,Forward,20,11
190,6,Alexandre Lacazette,Arsenal,Forward,21,2
191,6,Alexandre Lacazette,Arsenal,Forward,22,4
192,6,Alexandre Lacazette,Arsenal,Forward,23,1
193,6,Alexandre Lacazette,Arsenal,Forward,24,0
194,6,Alexandre Lacazette,Arsenal,Forward,25,1
195,6,Alexandre Lacazette,Arsenal,Forward,26,8
196,6,Alexandre Lacazette,Arsenal,Forward,27,1
197,6,Alexandre Lacazette,Arsenal,Forward,28,8
198,6,Alexandre Lacazette,Arsenal,Forward,29,11
199,6,Alexandre Lacazette,Arsenal,Forward,30,2
200,6,Alexandre Lacazette,Arsenal,Forward,31,13
201,6,Alexandre Lacazette,Arsenal,Forward,32,2
202,6,Alexandre Lacazette,Arsenal,Forward,33,0
203,6,Alexandre Lacazette,Arsenal,Forward,34,0
204,7,Shkodran Mustafi,Arsenal,Defender,1,0
205,7,Shkodran Mustafi,Arsenal,Defender,2,0
206,7,Shkodran Mustafi,Arsenal,Defender,3,0
207,7,Shkodran Mustafi,Arsenal,Defender,4,0
208,7,Shkodran Mustafi,Arsenal,Defender,5,0
209,7,Shkodran Mustafi,Arsenal,Defender,6,1
210,7,Shkodran Mustafi,Arsenal,Defender,7,1
211,7,Shkodran Mustafi,Arsenal,Defender,8,0
212,7,Shkodran Mustafi,Arsenal,Defender,9,0
213,7,Shkodran Mustafi,Arsenal,Defender,10,0
214,7,Shkodran Mustafi,Arsenal,Defender,11,0
215,7,Shkodran Mustafi,Arsenal,Defender,12,0
216,7,Shkodran Mustafi,Arsenal,Defender,13,0
217,7,Shkodran Mustafi,Arsenal,Defender,14,0
218,7,Shkodran Mustafi,Arsenal,Defender,15,1
219,7,Shkodran Mustafi,Arsenal,Defender,16,0
220,7,Shkodran Mustafi,Arsenal,Defender,17,0
221,7,Shkodran Mustafi,Arsenal,Defender,18,0
222,7,Shkodran Mustafi,Arsenal,Defender,19,0
223,7,Shkodran Mustafi,Arsenal,Defender,20,0
224,7,Shkodran Mustafi,Arsenal,Defender,21,0
225,7,Shkodran Mustafi,Arsenal,Defender,22,0
226,7,Shkodran Mustafi,Arsenal,Defender,23,0
227,7,Shkodran Mustafi,Arsenal,Defender,24,0
228,7,Shkodran Mustafi,Arsenal,Defender,25,0
229,7,Shkodran Mustafi,Arsenal,Defender,26,0
230,7,Shkodran Mustafi,Arsenal,Defender,27,0
231,7,Shkodran Mustafi,Arsenal,Defender,28,0
232,7,Shkodran Mustafi,Arsenal,Defender,29,0
233,7,Shkodran Mustafi,Arsenal,Defender,30,0
234,7,Shkodran Mustafi,Arsenal,Defender,31,0
235,7,Shkodran Mustafi,Arsenal,Defender,32,0
236,7,Shkodran Mustafi,Arsenal,Defender,33,0
237,7,Shkodran Mustafi,Arsenal,Defender,34,0
238,8,Bernd Leno,Arsenal,Goalkeeper,1,7
239,8,Bernd Leno,Arsenal,Goalkeeper,2,2
240,8,Bernd Leno,Arsenal,Goalkeeper,3,3
241,8,Bernd Leno,Arsenal,Goalkeeper,4,2
242,8,Bernd Leno,Arsenal,Goalkeeper,5,3
243,8,Bernd Leno,Arsenal,Goalkeeper,6,2
244,8,Bernd Leno,Arsenal,Goalkeeper,7,7
245,8,Bernd Leno,Arsenal,Goalkeeper,8,2
246,8,Bernd Leno,Arsenal,Goalkeeper,9,10
247,8,Bernd Leno,Arsenal,Goalkeeper,10,2
248,8,Bernd Leno,Arsenal,Goalkeeper,11,1
249,8,Bernd Leno,Arsenal,Goalkeeper,12,2
250,8,Bernd Leno,Arsenal,Goalkeeper,13,2
251,8,Bernd Leno,Arsenal,Goalkeeper,14,1
252,8,Bernd Leno,Arsenal,Goalkeeper,15,8
253,8,Bernd Leno,Arsenal,Goalkeeper,16,6
254,8,Bernd Leno,Arsenal,Goalkeeper,17,7
255,8,Bernd Leno,Arsenal,Goalkeeper,18,6
256,8,Bernd Leno,Arsenal,Goalkeeper,19,6
257,8,Bernd Leno,Arsenal,Goalkeeper,20,3
258,8,Bernd Leno,Arsenal,Goalkeeper,21,7
259,8,Bernd Leno,Arsenal,Goalkeeper,22,-1
260,8,Bernd Leno,Arsenal,Goalkeeper,23,0
261,8,Bernd Leno,Arsenal,Goalkeeper,24,2
262,8,Bernd Leno,Arsenal,Goalkeeper,25,2
263,8,Bernd Leno,Arsenal,Goalkeeper,26,2
264,8,Bernd Leno,Arsenal,Goalkeeper,27,5
265,8,Bernd Leno,Arsenal,Goalkeeper,28,2
266,8,Bernd Leno,Arsenal,Goalkeeper,29,1
267,8,Bernd Leno,Arsenal,Goalkeeper,30,2
268,8,Bernd Leno,Arsenal,Goalkeeper,31,6
269,8,Bernd Leno,Arsenal,Goalkeeper,32,0
270,8,Bernd Leno,Arsenal,Goalkeeper,33,0
271,8,Bernd Leno,Arsenal,Goalkeeper,34,0
272,9,Granit Xhaka,Arsenal,Midfielder,1,3
273,9,Granit Xhaka,Arsenal,Midfielder,2,2
274,9,Granit Xhaka,Arsenal,Midfielder,3,1
275,9,Granit Xhaka,Arsenal,Midfielder,4,1
276,9,Granit Xhaka,Arsenal,Midfielder,5,2
277,9,Granit Xhaka,Arsenal,Midfielder,6,1
278,9,Granit Xhaka,Arsenal,Midfielder,7,0
279,9,Granit Xhaka,Arsenal,Midfielder,8,0
280,9,Granit Xhaka,Arsenal,Midfielder,9,3
281,9,Granit Xhaka,Arsenal,Midfielder,10,2
282,9,Granit Xhaka,Arsenal,Midfielder,11,1
283,9,Granit Xhaka,Arsenal,Midfielder,12,-2
284,9,Granit Xhaka,Arsenal,Midfielder,13,0
285,9,Granit Xhaka,Arsenal,Midfielder,14,0
286,9,Granit Xhaka,Arsenal,Midfielder,15,8
287,9,Granit Xhaka,Arsenal,Midfielder,16,3
288,9,Granit Xhaka,Arsenal,Midfielder,17,3
289,9,Granit Xhaka,Arsenal,Midfielder,18,3
290,9,Granit Xhaka,Arsenal,Midfielder,19,3
291,9,Granit Xhaka,Arsenal,Midfielder,20,5
292,9,Granit Xhaka,Arsenal,Midfielder,21,3
293,9,Granit Xhaka,Arsenal,Midfielder,22,1
294,9,Granit Xhaka,Arsenal,Midfielder,23,1
295,9,Granit Xhaka,Arsenal,Midfielder,24,5
296,9,Granit Xhaka,Arsenal,Midfielder,25,1
297,9,Granit Xhaka,Arsenal,Midfielder,26,2
298,9,Granit Xhaka,Arsenal,Midfielder,27,2
299,9,Granit Xhaka,Arsenal,Midfielder,28,1
300,9,Granit Xhaka,Arsenal,Midfielder,29,2
301,9,Granit Xhaka,Arsenal,Midfielder,30,0
302,9,Granit Xhaka,Arsenal,Midfielder,31,3
303,9,Granit Xhaka,Arsenal,Midfielder,32,2
304,9,Granit Xhaka,Arsenal,Midfielder,33,2
305,9,Granit Xhaka,Arsenal,Midfielder,34,2
306,10,Pablo Marí,Arsenal,Defender,1,0
307,10,Pablo Marí,Arsenal,Defender,2,0
308,10,Pablo Marí,Arsenal,Defender,3,0
309,10,Pablo Marí,Arsenal,Defender,4,0
310,10,Pablo Marí,Arsenal,Defender,5,0
311,10,Pablo Marí,Arsenal,Defender,6,0
312,10,Pablo Marí,Arsenal,Defender,7,0
313,10,Pablo Marí,Arsenal,Defender,8,0
314,10,Pablo Marí,Arsenal,Defender,9,0
315,10,Pablo Marí,Arsenal,Defender,10,0
316,10,Pablo Marí,Arsenal,Defender,11,0
317,10,Pablo Marí,Arsenal,Defender,12,0
318,10,Pablo Marí,Arsenal,Defender,13,0
319,10,Pablo Marí,Arsenal,Defender,14,0
320,10,Pablo Marí,Arsenal,Defender,15,1
321,10,Pablo Marí,Arsenal,Defender,16,7
322,10,Pablo Marí,Arsenal,Defender,17,6
323,10,Pablo Marí,Arsenal,Defender,18,0
324,10,Pablo Marí,Arsenal,Defender,19,0
325,10,Pablo Marí,Arsenal,Defender,20,0
326,10,Pablo Marí,Arsenal,Defender,21,0
327,10,Pablo Marí,Arsenal,Defender,22,0
328,10,Pablo Marí,Arsenal,Defender,23,0
329,10,Pablo Marí,Arsenal,Defender,24,0
330,10,Pablo Marí,Arsenal,Defender,25,2
331,10,Pablo Marí,Arsenal,Defender,26,2
332,10,Pablo Marí,Arsenal,Defender,27,2
333,10,Pablo Marí,Arsenal,Defender,28,0
334,10,Pablo Marí,Arsenal,Defender,29,1
335,10,Pablo Marí,Arsenal,Defender,30,0
336,10,Pablo Marí,Arsenal,Defender,31,5
337,10,Pablo Marí,Arsenal,Defender,32,0
338,10,Pablo Marí,Arsenal,Defender,33,2
339,10,Pablo Marí,Arsenal,Defender,34,0
340,11,Héctor Bellerín,Arsenal,Defender,1,5
341,11,Héctor Bellerín,Arsenal,Defender,2,2
342,11,Héctor Bellerín,Arsenal,Defender,3,0
343,11,Héctor Bellerín,Arsenal,Defender,4,11
344,11,Héctor Bellerín,Arsenal,Defender,5,2
345,11,Héctor Bellerín,Arsenal,Defender,6,1
346,11,Héctor Bellerín,Arsenal,Defender,7,12
347,11,Héctor Bellerín,Arsenal,Defender,8,1
348,11,Héctor Bellerín,Arsenal,Defender,9,9
349,11,Héctor Bellerín,Arsenal,Defender,10,0
350,11,Héctor Bellerín,Arsenal,Defender,11,1
351,11,Héctor Bellerín,Arsenal,Defender,12,1
352,11,Héctor Bellerín,Arsenal,Defender,13,0
353,11,Héctor Bellerín,Arsenal,Defender,14,0
354,11,Héctor Bellerín,Arsenal,Defender,15,2
355,11,Héctor Bellerín,Arsenal,Defender,16,6
356,11,Héctor Bellerín,Arsenal,Defender,17,0
357,11,Héctor Bellerín,Arsenal,Defender,18,8
358,11,Héctor Bellerín,Arsenal,Defender,19,0
359,11,Héctor Bellerín,Arsenal,Defender,20,1
360,11,Héctor Bellerín,Arsenal,Defender,21,8
361,11,Héctor Bellerín,Arsenal,Defender,22,1
362,11,Héctor Bellerín,Arsenal,Defender,23,2
363,11,Héctor Bellerín,Arsenal,Defender,24,9
364,11,Héctor Bellerín,Arsenal,Defender,25,1
365,11,Héctor Bellerín,Arsenal,Defender,26,0
366,11,Héctor Bellerín,Arsenal,Defender,27,0
367,11,Héctor Bellerín,Arsenal,Defender,28,0
368,11,Héctor Bellerín,Arsenal,Defender,29,0
369,11,Héctor Bellerín,Arsenal,Defender,30,0
370,11,Héctor Bellerín,Arsenal,Defender,31,0
371,11,Héctor Bellerín,Arsenal,Defender,32,2
372,11,Héctor Bellerín,Arsenal,Defender,33,0
373,11,Héctor Bellerín,Arsenal,Defender,34,8
374,13,Calum Chambers,Arsenal,Defender,1,0
375,13,Calum Chambers,Arsenal,Defender,2,0
376,13,Calum Chambers,Arsenal,Defender,3,0
377,13,Calum Chambers,Arsenal,Defender,4,0
378,13,Calum Chambers,Arsenal,Defender,5,0
379,13,Calum Chambers,Arsenal,Defender,6,0
380,13,Calum Chambers,Arsenal,Defender,7,0
381,13,Calum Chambers,Arsenal,Defender,8,0
382,13,Calum Chambers,Arsenal,Defender,9,0
383,13,Calum Chambers,Arsenal,Defender,10,0
384,13,Calum Chambers,Arsenal,Defender,11,0
385,13,Calum Chambers,Arsenal,Defender,12,0
386,13,Calum Chambers,Arsenal,Defender,13,0
387,13,Calum Chambers,Arsenal,Defender,14,0
388,13,Calum Chambers,Arsenal,Defender,15,0
389,13,Calum Chambers,Arsenal,Defender,16,0
390,13,Calum Chambers,Arsenal,Defender,17,0
391,13,Calum Chambers,Arsenal,Defender,18,0
392,13,Calum Chambers,Arsenal,Defender,19,0
393,13,Calum Chambers,Arsenal,Defender,20,0
394,13,Calum Chambers,Arsenal,Defender,21,0
395,13,Calum Chambers,Arsenal,Defender,22,0
396,13,Calum Chambers,Arsenal,Defender,23,0
397,13,Calum Chambers,Arsenal,Defender,24,0
398,13,Calum Chambers,Arsenal,Defender,25,0
399,13,Calum Chambers,Arsenal,Defender,26,0
400,13,Calum Chambers,Arsenal,Defender,27,2
401,13,Calum Chambers,Arsenal,Defender,28,0
402,13,Calum Chambers,Arsenal,Defender,29,5
403,13,Calum Chambers,Arsenal,Defender,30,1
404,13,Calum Chambers,Arsenal,Defender,31,6
405,13,Calum Chambers,Arsenal,Defender,32,0
406,13,Calum Chambers,Arsenal,Defender,33,2
407,13,Calum Chambers,Arsenal,Defender,34,1
408,14,Sead Kolasinac,Arsenal,Defender,1,0
409,14,Sead Kolasinac,Arsenal,Defender,2,2
410,14,Sead Kolasinac,Arsenal,Defender,3,0
411,14,Sead Kolasinac,Arsenal,Defender,4,0
412,14,Sead Kolasinac,Arsenal,Defender,5,0
413,14,Sead Kolasinac,Arsenal,Defender,6,0
414,14,Sead Kolasinac,Arsenal,Defender,7,0
415,14,Sead Kolasinac,Arsenal,Defender,8,0
416,14,Sead Kolasinac,Arsenal,Defender,9,0
417,14,Sead Kolasinac,Arsenal,Defender,10,0
418,14,Sead Kolasinac,Arsenal,Defender,11,0
419,14,Sead Kolasinac,Arsenal,Defender,12,0
420,14,Sead Kolasinac,Arsenal,Defender,13,0
421,14,Sead Kolasinac,Arsenal,Defender,14,0
422,14,Sead Kolasinac,Arsenal,Defender,15,0
423,14,Sead Kolasinac,Arsenal,Defender,16,0
424,14,Sead Kolasinac,Arsenal,Defender,17,0
425,14,Sead Kolasinac,Arsenal,Defender,18,0
426,14,Sead Kolasinac,Arsenal,Defender,19,0
427,14,Sead Kolasinac,Arsenal,Defender,20,0
428,14,Sead Kolasinac,Arsenal,Defender,21,0
429,14,Sead Kolasinac,Arsenal,Defender,22,0
430,14,Sead Kolasinac,Arsenal,Defender,23,0
431,14,Sead Kolasinac,Arsenal,Defender,24,0
432,14,Sead Kolasinac,Arsenal,Defender,25,0
433,14,Sead Kolasinac,Arsenal,Defender,26,0
434,14,Sead Kolasinac,Arsenal,Defender,27,0
435,14,Sead Kolasinac,Arsenal,Defender,28,0
436,14,Sead Kolasinac,Arsenal,Defender,29,0
437,14,Sead Kolasinac,Arsenal,Defender,30,0
438,14,Sead Kolasinac,Arsenal,Defender,31,0
439,14,Sead Kolasinac,Arsenal,Defender,32,0
440,14,Sead Kolasinac,Arsenal,Defender,33,0
441,14,Sead Kolasinac,Arsenal,Defender,34,0
442,16,Rob Holding,Arsenal,Defender,1,6
443,16,Rob Holding,Arsenal,Defender,2,2
444,16,Rob Holding,Arsenal,Defender,3,1
445,16,Rob Holding,Arsenal,Defender,4,0
446,16,Rob Holding,Arsenal,Defender,5,0
447,16,Rob Holding,Arsenal,Defender,6,0
448,16,Rob Holding,Arsenal,Defender,7,5
449,16,Rob Holding,Arsenal,Defender,8,1
450,16,Rob Holding,Arsenal,Defender,9,6
451,16,Rob Holding,Arsenal,Defender,10,0
452,16,Rob Holding,Arsenal,Defender,11,1
453,16,Rob Holding,Arsenal,Defender,12,2
454,16,Rob Holding,Arsenal,Defender,13,2
455,16,Rob Holding,Arsenal,Defender,14,-1
456,16,Rob Holding,Arsenal,Defender,15,2
457,16,Rob Holding,Arsenal,Defender,16,9
458,16,Rob Holding,Arsenal,Defender,17,10
459,16,Rob Holding,Arsenal,Defender,18,6
460,16,Rob Holding,Arsenal,Defender,19,6
461,16,Rob Holding,Arsenal,Defender,20,2
462,16,Rob Holding,Arsenal,Defender,21,8
463,16,Rob Holding,Arsenal,Defender,22,1
464,16,Rob Holding,Arsenal,Defender,23,2
465,16,Rob Holding,Arsenal,Defender,24,1
466,16,Rob Holding,Arsenal,Defender,25,2
467,16,Rob Holding,Arsenal,Defender,26,0
468,16,Rob Holding,Arsenal,Defender,27,0
469,16,Rob Holding,Arsenal,Defender,28,0
470,16,Rob Holding,Arsenal,Defender,29,0
471,16,Rob Holding,Arsenal,Defender,30,1
472,16,Rob Holding,Arsenal,Defender,31,8
473,16,Rob Holding,Arsenal,Defender,32,2
474,16,Rob Holding,Arsenal,Defender,33,2
475,16,Rob Holding,Arsenal,Defender,34,0
476,17,Kieran Tierney,Arsenal,Defender,1,6
477,17,Kieran Tierney,Arsenal,Defender,2,0
478,17,Kieran Tierney,Arsenal,Defender,3,1
479,17,Kieran Tierney,Arsenal,Defender,4,2
480,17,Kieran Tierney,Arsenal,Defender,5,2
481,17,Kieran Tierney,Arsenal,Defender,6,2
482,17,Kieran Tierney,Arsenal,Defender,7,6
483,17,Kieran Tierney,Arsenal,Defender,8,1
